$ICAO,$Registration,$Operator,$Type,$ICAO Type,#CMPG,$Tag 1,$#Tag 2,$#Tag 3,Category,$#Link,#ImageLink,#ImageLink2,#ImageLink3,#ImageLink4
004006,Z-WSG,Medical Air Rescue Service P/L,B200 Super King Air,BE20,Civ,Air Ambo,Medical Evac,Saving Lives,Flying Doctors,https://www.lpr.com.pl/en/home-page/,https://cdn.jetphotos.com/full/5/36248_1586769474.jpg,https://cdn.jetphotos.com/full/6/32555_1557850699.jpg,,
008034,ZS-ABJ,Geotech Airborne Surveys,Pacific Aerospace PAC750XL,P750,Civ,Aerial Survey,Measuring Stick,Trundle Wheel,Ptolemy would be proud,https://www.geotech.ca/,https://cdn.jetphotos.com/full/6/52599_1612957027.jpg,https://cdn.jetphotos.com/full/6/93262_1612250576.jpg,,
00817D,ZS-AOA,Netcare 911 Aeromedical,BAe 125,H25B,Civ,Air Ambo,Medical Evac,Saving Lives,Flying Doctors,https://www.netcare911.co.za/,https://cdn.jetphotos.com/full/5/73901_1634052031.jpg,https://cdn.jetphotos.com/full/5/74655_1633451216.jpg,https://cdn.jetphotos.com/full/6/12335_1609425981.jpg,
0081F2,ZS-ASN,Spectrem 2000 Microsurvey,Douglas DC-3 BT-67,DC3T,Civ,Weather Recon,Turboprop,Rejuvenated,Dogs with Jobs,https://cdn.jetphotos.com/full/2/42922_1255822940.jpg,https://cdn.jetphotos.com/full/5/93767_1618685350.jpg,https://cdn.jetphotos.com/full/5/30583_1617903561.jpg,https://cdn.jetphotos.com/full/5/65086_1602492669.jpg,
00861E,ZS-CHP,Private,DHC-1 Chipmunk 22,DHC1,Civ,Air Experience Flight,Jump Johnny Jump,Air Training Corps,Jump Johnny Jump,https://youtu.be/JMz_gONS8X0,,,,
0086DC,ZS-COX,Private,DHC-1 Chipmunk 22,DHC1,Civ,Air Experience Flight,Jump Johnny Jump,Air Training Corps,Jump Johnny Jump,https://youtu.be/JMz_gONS8X0,https://cdn.jetphotos.com/full/5/74492_1570555553.jpg,https://cdn.jetphotos.com/full/1/95738_1105630490.jpg,https://cdn.jetphotos.com/full/2/66854_1080170096.jpg,
008AEF,ZS-EDA,Netcare 911 Aeromedical,Cessna Citation SII,C551,Civ,Air Ambo,Medical Evac,Saving Lives,Flying Doctors,https://www.netcare911.co.za/,https://cdn.jetphotos.com/full/4/51873_1362936352.jpg,https://cdn.jetphotos.com/full/1/63503_1221828695.jpg,https://cdn.jetphotos.com/full/1/85570_1183367648.jpg,
0098C5,ZS-JJG,Private,DHC-1 Chipmunk 22,DHC1,Civ,Air Experience Flight,Jump Johnny Jump,Air Training Corps,Jump Johnny Jump,https://youtu.be/JMz_gONS8X0,https://cdn.jetphotos.com/full/6/78728_1568144970.jpg,https://cdn.jetphotos.com/full/5/66122_1472318215.jpg,,
0098D0,ZS-JJR,Private,DHC-1 Chipmunk 22,DHC1,Civ,Air Experience Flight,Jump Johnny Jump,Air Training Corps,Jump Johnny Jump,https://youtu.be/JMz_gONS8X0,,,,
00996E,ZS-JPT,Private,DHC-1 Chipmunk 22,DHC1,Civ,Air Experience Flight,Jump Johnny Jump,Air Training Corps,Jump Johnny Jump,https://youtu.be/JMz_gONS8X0,https://cdn.jetphotos.com/full/1/62794_1150282880.jpg,https://cdn.jetphotos.com/full/2/13860_1080179449.jpg,,
009E1B,ZS-LJU,Private,DHC-1 Chipmunk 22,DHC1,Civ,Air Experience Flight,Jump Johnny Jump,Air Training Corps,Jump Johnny Jump,https://youtu.be/JMz_gONS8X0,https://cdn.jetphotos.com/full/5/56442_1490599560.jpg,,,
00A21A,ZS-MXD,Private,DHC-1 Chipmunk T10,DHC1,Civ,Air Experience Flight,Jump Johnny Jump,Air Training Corps,Jump Johnny Jump,https://youtu.be/JMz_gONS8X0,https://cdn.jetphotos.com/full/2/52071_1156085849.jpg,,,
00A2E4,ZS-NEX,Aeronexus,Boeing 767-ER,B763,Civ,Man Made Climate Change,Must Be Nice,Climate Crisis,Climate Crisis,https://aeronexus.aero/fleet,https://cdn.jetphotos.com/full/5/44095_1640636898.jpg,https://cdn.jetphotos.com/full/5/44095_1640636898.jpg,https://cdn.jetphotos.com/full/5/89474_1635684313.jpg,
00A575,ZS-OEE,Fugro Airborne Surveys,Cessna F406 Caravan II,F406,Civ,Aerial Survey,Measuring Stick,Trundle Wheel,Ptolemy would be proud,https://www.fugro.com/,https://cdn.jetphotos.com/full/6/19334_1628668180.jpg,https://cdn.jetphotos.com/full/5/88320_1606507299.jpg,https://cdn.jetphotos.com/full/5/80692_1588161666.jpg,
00A5EB,ZS-OIS,Private,DHC-1 Chipmunk 22,DHC1,Civ,Air Experience Flight,Jump Johnny Jump,Air Training Corps,Jump Johnny Jump,https://youtu.be/JMz_gONS8X0,,,,
00A641,ZS-OMA,Private,DHC-1 Chipmunk 22,DHC1,Civ,Air Experience Flight,Jump Johnny Jump,Air Training Corps,Jump Johnny Jump,https://youtu.be/JMz_gONS8X0,,,,
00A645,ZS-OME,Private,DHC-1 Chipmunk 22,DHC1,Civ,Air Experience Flight,Jump Johnny Jump,Air Training Corps,Jump Johnny Jump,https://youtu.be/JMz_gONS8X0,,,,
00A74E,ZS-OWJ,Private,DHC-1 Chipmunk 22,DHC1,Civ,Air Experience Flight,Jump Johnny Jump,Air Training Corps,Jump Johnny Jump,https://youtu.be/JMz_gONS8X0,https://cdn.jetphotos.com/full/2/88849_1149182906.jpg,,,
00A9B2,ZS-PTX,The SA Red Cross Mercy Service,Pilatus PC-12 47,PC12,Civ,Jesus He Knows Me,Church Of Private Jets,Send NO Money,Jesus he Knows me,https://www.ams.org.za,https://cdn.jetphotos.com/full/2/97836_1218736745.jpg,,,
00AD1A,ZS-RBL,Netcare 911 Aeromedical,Bell 407,B407,Civ,Air Ambo,Medical Evac,Saving Lives,Flying Doctors,https://www.netcare911.co.za/,https://cdn.jetphotos.com/full/5/29310_1604776805.jpg,https://cdn.jetphotos.com/full/5/38445_1536911204.jpg,https://cdn.jetphotos.com/full/5/56875_1467098083.jpg,
00AEB7,ZS-RRI,Helitrans Helicopters,Kamov Ka-32 A,KA27,Civ,Double Vision,Vashe Zdorovye,Helix,Big Hello,https://w.wiki/Dsta,,,,
00B16F,ZS-SSC,Fugro Airborne Surveys,Cessna F406 Caravan II,F406,Civ,Aerial Survey,Measuring Stick,Trundle Wheel,Ptolemy would be proud,https://www.fugro.com/,https://cdn.jetphotos.com/full/5/69307_1622057571.jpg,https://cdn.jetphotos.com/full/3/99742_1384454478.jpg,https://cdn.jetphotos.com/full/4/98868_1381948191.jpg,
00B185,ZS-SSY,Fugro Airborne Surveys,Cessna F406 Caravan II,F406,Civ,Aerial Survey,Measuring Stick,Trundle Wheel,Ptolemy would be proud,https://www.fugro.com/,https://cdn.jetphotos.com/full/6/77466_1425500382.jpg,,,
00B608,ZS-ULJ,Private,DHC-1 Chipmunk 22,DHC1,Civ,Air Experience Flight,Jump Johnny Jump,Air Training Corps,Jump Johnny Jump,https://youtu.be/JMz_gONS8X0,,,,
00B69D,ZS-URC,Private,DHC-1 Chipmunk 22,DHC1,Civ,Air Experience Flight,Jump Johnny Jump,Air Training Corps,Jump Johnny Jump,https://youtu.be/JMz_gONS8X0,https://cdn.jetphotos.com/full/6/36927_1496428758.jpg,,,
00B857,ZS-VIC,Private,DHC-1 Chipmunk 22,DHC1,Civ,Air Experience Flight,Jump Johnny Jump,Air Training Corps,Jump Johnny Jump,https://youtu.be/JMz_gONS8X0,,,,
00B97E,ZS-VTL,Private,DHC-1 Chipmunk 22,DHC1,Civ,Air Experience Flight,Jump Johnny Jump,Air Training Corps,Jump Johnny Jump,https://youtu.be/JMz_gONS8X0,,,,
00BA09,ZS-VYU,Private,DHC-1 Chipmunk 22,DHC1,Civ,Air Experience Flight,Jump Johnny Jump,Air Training Corps,Jump Johnny Jump,https://youtu.be/JMz_gONS8X0,,,,
01003E,SU-BND,Government of Egypt,Gulfstream G-IV SP,GLF4,Civ,Egypt,Dictator Alert,Free And Fair Elections,Dictator Alert,https://youtu.be/Cv6tuzHUuuk,,,,
018032,5A-DRK,Libyan Air Ambulance,Cessna Citation XLS,C56X,Civ,Air Ambo,Medical Evac,Saving Lives,Flying Doctors,http://www.laa.ly/,https://cdn.jetphotos.com/full/5/80700_1615142130.jpg,https://cdn.jetphotos.com/full/5/45990_1614415423.jpg,https://cdn.jetphotos.com/full/6/15270_1613900330.jpg,
018039,5A-DRL,Libyan Air Ambulance,Cessna Citation XLS,C56X,Civ,Air Ambo,Medical Evac,Saving Lives,Flying Doctors,http://www.laa.ly/,https://cdn.jetphotos.com/full/5/77391_1638131420.jpg,https://cdn.jetphotos.com/full/6/20223_1627110698.jpg,https://cdn.jetphotos.com/full/6/42629_1607877772.jpg,
01809C,5A-DFN,Libyan Air Ambulance,Cessna Citation Latitude,C680,Civ,Air Ambo,Medical Evac,Saving Lives,Flying Doctors,http://www.laa.ly/,https://cdn.jetphotos.com/full/6/80397_1627055439.jpg,https://cdn.jetphotos.com/full/6/67694_1626449548.jpg,https://cdn.jetphotos.com/full/6/27705_1626189231.jpg,
020163,CN-TMB,Air Ocean Maroc,BAe 125,H25C,Civ,Air Ambo,Medical Evac,Saving Lives,Flying Doctors,https://aom-airambulance.ma/hawker-800-xpi,https://cdn.jetphotos.com/full/5/90500_1630861426.jpg,,,
04C293,5Y-FDW,African Medical and Research Foundation,Cessna Citation Sovereign,C680,Civ,Air Ambo,Medical Evac,Saving Lives,Flying Doctors,https://amref.org/,https://cdn.jetphotos.com/full/6/26374_1651437579.jpg,https://cdn.jetphotos.com/full/5/93785_1643964496.jpg,,
0640F2,5N-FGW,Nigerian Air Force,Gulfstream G550,GLF5,Civ,Nigeria,Lads From Lagos,Government,Governments,https://en.wikipedia.org/wiki/Nigeria,https://cdn.jetphotos.com/full/5/75904_1641477957.jpg,https://cdn.jetphotos.com/full/6/72803_1488644060.jpg,https://cdn.jetphotos.com/full/6/50251_1466262356.jpg,
06414C,5N-EMS,NEMA Air Ambulance,Cessna Citation Sovereign,C680,Civ,Air Ambo,Medical Evac,Saving Lives,Flying Doctors,https://tinyurl.com/4ejj7wkk,,,,
06A1C6,A7-CGA,Qatar Executive,Gulfstream G650 ER,GLF6,Civ,Man Made Climate Change,Private Airline,Climate Crisis,Bizjets,https://www.qatarexec.com.qa,https://live.staticflickr.com/2065/32733789772_d745b8d629_k.jpg,https://cdn.jetphotos.com/full/6/95023_1637532009.jpg,https://cdn.jetphotos.com/full/6/95023_1637532009.jpg,
06A1C7,A7-CGB,Qatar Executive,Gulfstream G650 ER,GLF6,Civ,Man Made Climate Change,Private Airline,Climate Crisis,Bizjets,https://www.qatarexec.com.qa,https://live.staticflickr.com/7424/27120397793_9861bf47fa_h.jpg,https://cdn.jetphotos.com/full/6/62690_1632998792.jpg,https://cdn.jetphotos.com/full/6/62690_1632998792.jpg,
06A1C8,A7-CGC,Qatar Executive,Gulfstream G650 ER,GLF6,Civ,Man Made Climate Change,Private Airline,Climate Crisis,Bizjets,https://www.qatarexec.com.qa,https://cdn.jetphotos.com/full/5/42193_1641216716.jpg,https://cdn.jetphotos.com/full/5/96425_1639388421.jpg,https://cdn.jetphotos.com/full/5/81719_1639147446.jpg,
06A1C9,A7-CGD,Qatar Executive,Gulfstream G650 ER,GLF6,Civ,Man Made Climate Change,Private Airline,Climate Crisis,Bizjets,https://www.qatarexec.com.qa,https://cdn.jetphotos.com/full/5/45818_1631561839.jpg,https://cdn.jetphotos.com/full/5/18343_1629649465.jpg,https://cdn.jetphotos.com/full/5/59739_1627281635.jpg,
06A1CA,A7-CGE,Qatar Executive,Gulfstream G650 ER,GLF6,Civ,Man Made Climate Change,Private Airline,Climate Crisis,Bizjets,https://www.qatarexec.com.qa,https://cdn.jetphotos.com/full/5/86793_1641425985.jpg,https://cdn.jetphotos.com/full/5/49442_1635862486.jpg,https://cdn.jetphotos.com/full/5/49442_1635862486.jpg,
06A1CB,A7-CGF,Qatar Executive,Gulfstream Aerospace G650 ER,GLF6,Civ,Man Made Climate Change,Private Airline,Climate Crisis,Bizjets,https://www.qatarexec.com.qa,https://t.plnspttrs.net/48038/1587166_885ee84ce0_280.jpg,,,
06A1CC,A7-CGG,Qatar Executive,Gulfstream G650 ER,GLF6,Civ,Man Made Climate Change,Private Airline,Climate Crisis,Bizjets,https://www.qatarexec.com.qa,https://cdn.jetphotos.com/full/6/81114_1639389010.jpg,https://cdn.jetphotos.com/full/6/93633_1639113889.jpg,https://cdn.jetphotos.com/full/5/14848_1633189484.jpg,
06A1CD,A7-CGH,Qatar Executive,Gulfstream Aerospace G650 ER,GLF6,Civ,Man Made Climate Change,Private Airline,Climate Crisis,Bizjets,https://www.qatarexec.com.qa,https://t.plnspttrs.net/28006/1591938_d551495291_280.jpg,,,
06A1D2,A7-CGN,Qatar Executive,Gulfstream Aerospace G650 ER,GLF6,Civ,Man Made Climate Change,Private Airline,Climate Crisis,Bizjets,https://www.qatarexec.com.qa,https://t.plnspttrs.net/36328/1451519_3f931236e0_280.jpg,,,
06A1D4,A7-CGP,Qatar Executive,Gulfstream G500,GLF5,Civ,Man Made Climate Change,Private Airline,Climate Crisis,Bizjets,https://www.qatarexec.com.qa,https://cdn.jetphotos.com/full/6/88397_1608525646.jpg,https://cdn.jetphotos.com/full/5/30721_1590920212.jpg,https://cdn.jetphotos.com/full/5/53972_1586769962.jpg,
06A1D5,A7-CGQ,Qatar Executive,Gulfstream G500,GLF5,Civ,Man Made Climate Change,Private Airline,Climate Crisis,Bizjets,https://www.qatarexec.com.qa,https://cdn.jetphotos.com/full/6/63646_1600626246.jpg,https://cdn.jetphotos.com/full/5/90131_1593884170.jpg,https://cdn.jetphotos.com/full/6/78796_1591547765.jpg,
06A1D6,A7-CGR,Qatar Executive,Gulfstream G500,GLF5,Civ,Man Made Climate Change,Private Airline,Climate Crisis,Bizjets,https://www.qatarexec.com.qa,https://cdn.jetphotos.com/full/6/55275_1574726392.jpg,https://cdn.jetphotos.com/full/5/78801_1574060082.jpg,https://cdn.jetphotos.com/full/6/49796_1572956769.jpg,
06A1D7,A7-CGS,Qatar Executive,Gulfstream G500,GLF5,Civ,Man Made Climate Change,Private Airline,Climate Crisis,Bizjets,https://www.qatarexec.com.qa,https://cdn.jetphotos.com/full/5/31836_1613251494.jpg,https://cdn.jetphotos.com/full/6/70192_1601351829.jpg,https://cdn.jetphotos.com/full/6/31693_1598715434.jpg,
06A1D9,A7-CGU,Qatar Executive,Gulfstream Aerospace G650 ER,GLF6,Civ,Man Made Climate Change,Private Airline,Climate Crisis,Bizjets,https://www.qatarexec.com.qa,https://t.plnspttrs.net/38923/1611815_c71dbe2b67_280.jpg,,,
06A1DA,A7-CHA,Qatar Executive,Gulfstream Aerospace GVIII-G700,GA7C,Civ,Man Made Climate Change,Private Airline,Climate Crisis,Bizjets,https://www.qatarexec.com.qa,https://t.plnspttrs.net/39973/1635811_689a8a1764_280.jpg,,,
06A1DB,A7-CHB,Qatar Executive,Gulfstream Aerospace GVIII-G700,GA7C,Civ,Man Made Climate Change,Private Airline,Climate Crisis,Bizjets,https://www.qatarexec.com.qa,https://t.plnspttrs.net/11933/1717982_6472a20190_280.jpg,,,
06A1DC,A7-CHC,Qatar Executive,Gulfstream Aerospace GVIII-G700,GA7C,Civ,Man Made Climate Change,Private Airline,Climate Crisis,Bizjets,https://www.qatarexec.com.qa,https://t.plnspttrs.net/34597/1696516_fa92518a70_280.jpg,,,
06A36E,A7-CHG,Qatar Executive,Gulfstream Aerospace G700,GA7C,Civ,Man Made Climate Change,Private Airline,Climate Crisis,Bizjets,https://www.qatarexec.com.qa,,,,
07C024,5A-EWX,Libyan National Army,Ilyushin IL-76TD,IL76,Civ,Asks No Questions,Arms Embargo,Fell Of The Back Of An Illyushin,Da Comrade,https://tinyurl.com/yt8u994n,,,,
0852F2,PH-STB,Exxaero,Dassault Falcon 900,F900,Civ,Bizjet,Must Be Nice,Man Made Climate Change,Bizjets,https://w.wiki/52ik,https://cdn.jetphotos.com/full/5/326829_1702547456.jpg,,,
0A4022,7T-WID,Algerian Air Force,Ilyushin IL-76TD,IL76,Civ,Cargo,Chonky Boy,Tail Gunner,Other Air Forces,https://w.wiki/Dstq,https://cdn.jetphotos.com/full/5/96130_1635685520.jpg,https://cdn.jetphotos.com/full/6/63890_1622976302.jpg,https://cdn.jetphotos.com/full/6/41516_1615212332.jpg,
0A4026,7T-WIU,Algerian Air Force,Ilyushin IL-76TD,IL76,Civ,Cargo,Chonky Boy,Tail Gunner,Other Air Forces,https://w.wiki/Dstq,https://cdn.jetphotos.com/full/6/13996_1640671941.jpg,https://cdn.jetphotos.com/full/5/77599_1607625694.jpg,https://cdn.jetphotos.com/full/5/66927_1508431755.jpg,
0D031E,XA-MMI,Air One Ambulance,Learjet 25D,LJ25,Civ,Air Ambo,Medical Evac,Saving Lives,Flying Doctors,http://www.aironeambulance.com/airambulance/,https://cdn.jetphotos.com/full/5/55139_1457934049.jpg,,,
0D0B1A,XC-BDM,Banco de Mexico,Bombardier Challenger 700,CRJ7,Civ,Aaaaaaaand its gone,Bunch of Bankers,Scrooge McDuck,As Seen on TV,https://www.banxico.org.mx/,https://cdn.jetphotos.com/full/5/93112_1651855647.jpg,https://cdn.jetphotos.com/full/6/23379_1650771139.jpg,https://cdn.jetphotos.com/full/6/75111_1649808036.jpg,
0D0BB7,XA-DOC,Med Jets SA de CV,Learjet 36,LJ35,Civ,Air Ambo,Medical Evac,Saving Lives,Flying Doctors,https://www.jetrescueairambulance.com/,https://cdn.jetphotos.com/full/6/25080_1522246329.jpg,https://cdn.jetphotos.com/full/5/33766_1510875814.jpg,https://baaa-acro.com/sites/default/files/crash/images/XA-DOC.jpg,
1400AA,RF-00170,Russian Customs,Kamov Ka-32 S,KA27,Civ,Double Vision,Vashe Zdorovye,Helix,Big Hello,https://eng.customs.gov.ru,https://cdn.jetphotos.com/full/5/86307_1431603367.jpg,https://cdn.jetphotos.com/full/1/15073_1192863880.jpg,,
140AD7,RA-02775,Vagit Alekperov,Hawker Siddeley HS-125 Series 700A,H25B,Civ,Oligarch,Dirty Money,Disgusting Excess,Oligarch,https://w.wiki/DixP,https://cdn.jetphotos.com/full/5/84159_1518910563.jpg,https://cdn.jetphotos.com/full/5/18470_1518001139.jpg,https://cdn.jetphotos.com/full/6/18706_1493263294.jpg,
140AEA,RA-02794,LUKoil-Avia,Hawker 125 800XP,H25B,Civ,Man Made Climate Change,Climate Crisis,Bizjet,Climate Crisis,https://en.wikipedia.org/wiki/Lukoil,https://cdn.jetphotos.com/full/5/94652_1619106808.jpg,https://cdn.jetphotos.com/full/5/16121_1618603675.jpg,https://cdn.jetphotos.com/full/5/86925_1603107838.jpg,
142328,RA-09000,Gazpromavia,Dassault Falcon 900B,F900,Civ,Bizjet,Climate Crisis,NordStream 2,As Seen on TV,https://en.wikipedia.org/wiki/Gazpromavia,https://cdn.jetphotos.com/full/6/69905_1644083477.jpg,https://cdn.jetphotos.com/full/5/73942_1586768437.jpg,https://cdn.jetphotos.com/full/6/12022_1580935040.jpg,
143856,RF-14422,Russian Customs,Kamov Ka-32 S,KA27,Civ,Double Vision,Vashe Zdorovye,Helix,Big Hello,https://eng.customs.gov.ru,https://cdn.jetphotos.com/full/4/27165_1327618538.jpg,https://cdn.jetphotos.com/full/2/31656_1192773687.jpg,,
14620D,RA-25101,Norilsk Nikel,Mil Mi-8,MI8,Civ,Oligarch,Dirty Money,Disgusting Excess,Oligarch,https://w.wiki/DixP,https://russianplanes.net/images/to302000/301576.jpg,https://russianplanes.net/images/to114000/113914.jpg,,
14620F,RA-25103,Norilsk Nikel,Mil Mi-8,MI8,Civ,Oligarch,Dirty Money,Disgusting Excess,Oligarch,https://w.wiki/DixP,https://russianplanes.net/images/to290000/289518.jpg,https://russianplanes.net/images/to249000/248669.jpg,https://russianplanes.net/images/to248000/247689.jpg,
1464B1,RA-25777,Mikhail Fridman,Mil Mi-8,MI8,Civ,Oligarch,Dirty Money,Disgusting Excess,Oligarch,https://w.wiki/DixP,https://cdn.jetphotos.com/full/6/68413_1618133246.jpg,https://cdn.jetphotos.com/full/5/72241_1598022402.jpg,https://cdn.jetphotos.com/full/5/92878_1585915536.jpg,
147919,RA-31001,GosNII MGA,Kamov Ka-32 S,KA27,Civ,Double Vision,Vashe Zdorovye,Helix,Big Hello,https://w.wiki/Dsta,,,,
14791E,RA-31006,Sochispetsavia,Kamov Ka-32 T,KA27,Civ,Double Vision,Vashe Zdorovye,Helix,Big Hello,https://w.wiki/Dsta,,,,
147920,RA-31008,Avialift Vladivostok,Kamov Ka-32 S,KA27,Civ,Double Vision,Vashe Zdorovye,Helix,Big Hello,https://www.avialiftvladivostok.com,https://cdn.jetphotos.com/full/5/38620_1642620475.jpg,,,
147921,RA-31009,Avialift Vladivostok,Kamov Ka-32 T,KA27,Civ,Double Vision,Vashe Zdorovye,Helix,Big Hello,https://www.avialiftvladivostok.com,,,,
147922,RA-31010,Nefteyugansk Air,Kamov Ka-32 T,KA27,Civ,Double Vision,Vashe Zdorovye,Helix,Big Hello,https://w.wiki/Dsta,,,,
14792A,RA-31018,Operator Unknown,Kamov Ka-32 S,KA27,Civ,Double Vision,Vashe Zdorovye,Helix,Big Hello,https://w.wiki/Dsta,https://cdn.jetphotos.com/full/1/87880_1146552017.jpg,https://cdn.jetphotos.com/full/2/12834_1146552036.jpg,,
14792D,RA-31021,Avialift Vladivostok,Kamov Ka-32 S,KA27,Civ,Double Vision,Vashe Zdorovye,Helix,Big Hello,https://www.avialiftvladivostok.com,https://cdn.jetphotos.com/full/5/30668_1479505798.jpg,,,
147956,RA-31062,Kamov OKB,Kamov Ka-32 T,KA27,Civ,Double Vision,Vashe Zdorovye,Helix,Big Hello,http://www.aviastar.org/people/kamov/index.html,,,,
147958,RA-31064,Panh Air,Kamov Ka-32 AO,KA27,Civ,Double Vision,Vashe Zdorovye,Helix,Big Hello,https://w.wiki/Dsta,,,,
14795A,RA-31066,Operator Unknown,Kamov Ka-32 T,KA27,Civ,Double Vision,Vashe Zdorovye,Helix,Big Hello,https://w.wiki/Dsta,,,,
147960,RA-31072,Moscow Aviation Centre,Kamov Ka-32 A,KA27,Civ,Double Vision,Vashe Zdorovye,Helix,Big Hello,https://en.mai.ru/,https://cdn.jetphotos.com/full/5/91266_1588063332.jpg,https://cdn.jetphotos.com/full/5/37481_1499367088.jpg,,
147961,RA-31073,MChS Rossii,Kamov Ka-32 A,KA27,Civ,Double Vision,Vashe Zdorovye,Helix,Big Hello,https://w.wiki/Dstd,https://cdn.jetphotos.com/full/6/66303_1575783410.jpg,https://cdn.jetphotos.com/full/1/76042_1063289495.jpg,,
147962,RA-31074,Nefteyugansk Air,Kamov Ka-32 T,KA27,Civ,Double Vision,Vashe Zdorovye,Helix,Big Hello,https://w.wiki/Dsta,,,,
147966,RA-31078,Panh Air,Kamov Ka-32 T,KA27,Civ,Double Vision,Vashe Zdorovye,Helix,Big Hello,https://w.wiki/Dsta,,,,
147986,RA-31110,Avialift Vladivostok,Kamov Ka-32 A11BC,KA27,Civ,Double Vision,Vashe Zdorovye,Helix,Big Hello,https://www.avialiftvladivostok.com,,,,
147987,RA-31111,Kamov OKB,Kamov Ka-32 A11BC,KA27,Civ,Double Vision,Vashe Zdorovye,Helix,Big Hello,http://www.aviastar.org/people/kamov/index.html,https://cdn.jetphotos.com/full/6/44512_1602174880.jpg,https://cdn.jetphotos.com/full/6/70139_1601563634.jpg,https://cdn.jetphotos.com/full/5/19017_1600362355.jpg,
147988,RA-31112,Kamov OKB,Kamov Ka-32 A11BC,KA27,Civ,Double Vision,Vashe Zdorovye,Helix,Big Hello,http://www.aviastar.org/people/kamov/index.html,https://cdn.jetphotos.com/full/5/53781_1615490645.jpg,,,
147B53,RA-31571,Panh Air,Kamov Ka-32 AO,KA27,Civ,Double Vision,Vashe Zdorovye,Helix,Big Hello,https://w.wiki/Dsta,https://cdn.jetphotos.com/full/5/16919_1401521792.jpg,,,
147B55,RA-31573,Avialift Vladivostok,Kamov Ka-32 T,KA27,Civ,Double Vision,Vashe Zdorovye,Helix,Big Hello,https://www.avialiftvladivostok.com,https://cdn.jetphotos.com/full/2/68766_1257946125.jpg,,,
147B56,RA-31574,Avialift Vladivostok,Kamov Ka-32 S,KA27,Civ,Double Vision,Vashe Zdorovye,Helix,Big Hello,https://www.avialiftvladivostok.com,https://cdn.jetphotos.com/full/6/11890_1464626771.jpg,https://cdn.jetphotos.com/full/5/84812_1464447665.jpg,https://cdn.jetphotos.com/full/5/23856_1399574101.jpg,
147B58,RA-31576,Panh Air,Kamov Ka-32 S,KA27,Civ,Double Vision,Vashe Zdorovye,Helix,Big Hello,https://w.wiki/Dsta,https://cdn.jetphotos.com/full/5/53862_1624911083.jpg,https://cdn.jetphotos.com/full/5/81388_1620218378.jpg,,
147B59,RA-31577,Panh Air,Kamov Ka-32 S,KA27,Civ,Double Vision,Vashe Zdorovye,Helix,Big Hello,https://w.wiki/Dsta,https://cdn.jetphotos.com/full/4/17178_1376324519.jpg,https://cdn.jetphotos.com/full/4/73458_1341349185.jpg,,
147B5B,RA-31579,Panh Air,Kamov Ka-32 AO,KA27,Civ,Double Vision,Vashe Zdorovye,Helix,Big Hello,https://w.wiki/Dsta,https://cdn.jetphotos.com/full/5/17461_1585850453.jpg,https://cdn.jetphotos.com/full/5/88199_1579720620.jpg,https://cdn.jetphotos.com/full/2/23050_1058897419.jpg,
147B5D,RA-31581,Avialift Vladivostok,Kamov Ka-32 S,KA27,Civ,Double Vision,Vashe Zdorovye,Helix,Big Hello,https://www.avialiftvladivostok.com,https://cdn.jetphotos.com/full/6/94179_1599422472.jpg,https://cdn.jetphotos.com/full/5/47382_1595699929.jpg,,
147B65,RA-31589,Panh Air,Kamov Ka-32 A,KA27,Civ,Double Vision,Vashe Zdorovye,Helix,Big Hello,https://w.wiki/Dsta,https://cdn.jetphotos.com/full/5/74793_1512744928.jpg,,,
147B66,RA-31590,Avialift Vladivostok,Kamov Ka-32 S,KA27,Civ,Double Vision,Vashe Zdorovye,Helix,Big Hello,https://www.avialiftvladivostok.com,https://cdn.jetphotos.com/full/2/97896_1090431028.jpg,https://cdn.jetphotos.com/full/2/18319_1062560007.jpg,,
147B67,RA-31591,Avialift Vladivostok,Kamov Ka-32 S,KA27,Civ,Double Vision,Vashe Zdorovye,Helix,Big Hello,https://www.avialiftvladivostok.com,https://cdn.jetphotos.com/full/5/87682_1528191305.jpg,https://cdn.jetphotos.com/full/4/77707_1374005270.jpg,https://cdn.jetphotos.com/full/2/87103_1268544907.jpg,
147B68,RA-31592,Aviakrug,Kamov Ka-32 T,KA27,Civ,Double Vision,Vashe Zdorovye,Helix,Big Hello,https://w.wiki/Dsta,,,,
147B69,RA-31593,Heli-Union,Kamov Ka-32 T,KA27,Civ,Double Vision,Vashe Zdorovye,Helix,Big Hello,https://w.wiki/Dsta,,,,
147B6B,RA-31595,UT air,Kamov Ka-32 T,KA27,Civ,Double Vision,Vashe Zdorovye,Helix,Big Hello,https://w.wiki/Dsta,https://cdn.jetphotos.com/full/6/15812_1595355085.jpg,,,
147B6D,RA-31597,Nefteyugansk Air,Kamov Ka-32 T,KA27,Civ,Double Vision,Vashe Zdorovye,Helix,Big Hello,https://w.wiki/Dsta,https://cdn.jetphotos.com/full/6/17992_1535283503.jpg,,,
147B6E,RA-31598,Operator Unknown,Kamov Ka-32 AO,KA27,Civ,Double Vision,Vashe Zdorovye,Helix,Big Hello,https://w.wiki/Dsta,,,,
147B71,RA-31601,Operator Unknown,Kamov Ka-32 T,KA27,Civ,Double Vision,Vashe Zdorovye,Helix,Big Hello,https://w.wiki/Dsta,,,,
